day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,keywords_tags,interest_area,registration_category,session_url
"Sunday, 19 July 2026",3:45pm,5:15pm,How To Build End-To-End Physical AI Systems for Robots,Course,Room 408 A,Edith Llontop; Akul Santhosh,Artificial Intelligence/Machine Learning; Computer Vision; Digital Twins; Hardware; Physical AI; Pipeline Tools and Work; Real-Time; Robotics; Simulation,New Technologies; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_430&sess=sess193
"Sunday, 19 July 2026",3:45pm,5:15pm,The OpenUSD Roundtable: Using an Open Source File Format in Film and Game Dev Pipelines,Games Summit,411 Theatre,Robin-Yann Storm; Robin-Yann Storm; Ezra Goss,Games,Gaming & Interactive,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gam_103&sess=sess362
"Sunday, 19 July 2026",4:15pm,5:15pm,NVIDIA Hands-On Lab: AI-Assisted Graphics Profiling with Nsight Systems (First Offering),Industry Session,Room 502B,,Games; Rendering,Gaming & Interactive,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_112&sess=sess510
"Sunday, 19 July 2026",4:15pm,5:15pm,Research to Reality: Scaling Generative AI for The Wizard of Oz at Sphere,Production Session,Petree D,Rudy Grossman; Irfan Essa; Kevin Mullican; Steven Hickson; Ben Grossmann; Wyatt Bartel,Art; Artificial Intelligence/Machine Learning; Display; Education; Generative AI; Image Processing; Industry Insight; Performance; Pipeline Tools and Work; Rendering,Arts & Design; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=pros_114&sess=sess159
"Sunday, 19 July 2026",5:00pm,5:30pm,"Machine Choreographies: AI, Dance, and the Future of Embodied Performance",Birds of a Feather,Room 510,Noshaba Cheema; Llogari Casas; Alexandra Schmucklermann; Ye Pan; Tomasz Bednarz; Philipp Slusallek; Kenny Mitchell,Art; Artificial Intelligence/Machine Learning; Generative AI,New Technologies,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_179&sess=sess478
"Sunday, 19 July 2026",5:00pm,6:00pm,"XRHeads, IRL: Connecting Young Creators, Builders, and Researchers to Hack New Realities",Birds of a Feather,Room 512,Mehek Gosalia; Ashley Neall,Augmented Reality; Haptics; Spatial Computing; Virtual Reality,Gaming & Interactive; New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_110&sess=sess476
"Sunday, 19 July 2026",5:30pm,7:00pm,"SIGGRAPH Art Party - Joint Event by DAC, Art Paper & Art Gallery",ACM SIGGRAPH 365; Art Gallery; Art Paper,,Rebecca Xu; Vernelle A. A. Noel; Everardo Reyes,Art; Education,Arts & Design; Gaming & Interactive; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_124&sess=sess307
"Sunday, 19 July 2026",6:00pm,8:45pm,Papers Fast Forward,Art Paper; Technical Paper,Hall K,,Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Haptics; Hardware; Image Processing; Lighting; Math Foundations and Theory; Modeling; Performance; Physical AI; Pipeline Tools and Work; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess237
"Sunday, 19 July 2026",9:15pm,11:59pm,Taiwan Night (a.k.a. the Taipei SIGGRAPH Reunion),Birds of a Feather,Prank Bar,Bing-Yu Chen; Yu-Lun Liu,"Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Chapters; Computer Vision; Digital Twins; Display; Diversity, Equity and Inclusion; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Graphics Systems Architecture; Haptics; Hardware; History; Image Processing; Industry Insight; Lighting; Math Foundations and Theory; Modeling; Networking; Performance; Physical AI; Pioneers; Pipeline Tools and Work; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality",Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_169&sess=sess409
"Monday, 20 July 2026",8:00am,8:45am,"Frontier Talks: Write Once, Read ALWAYS: Reading Computer Graphics through Critical Code Studies",Frontiers,Room 408 B,Mark Marino,Art; Education; Ethics and Society,Arts & Design; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ftalk_103&sess=sess368
"Monday, 20 July 2026",8:00am,9:30am,"Immersive Visualisation for Science, Research, Art and Digital Twins Applications",Birds of a Feather,Room 513,Tomasz Bednarz; William Sherman; AJ Christensen; Mohammad Mohajerani,Augmented Reality; Digital Twins; Display; Graphics Systems Architecture; Physical AI; Real-Time; Scientific Visualization; Spatial Computing,Arts & Design; New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_105&sess=sess288
"Monday, 20 July 2026",8:00am,2:00pm,Pathfinders,Pathfinders,West Hall Lobby,,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess472
"Monday, 20 July 2026",9:00am,10:30am,A Whirlwind Introduction to Computer Graphics,Course,Room 515 A,Mike Bailey,Animation; Education; Lighting; Modeling; Rendering,Arts & Design; Gaming & Interactive; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_218&sess=sess194
"Monday, 20 July 2026",9:00am,3:00pm,Arm Create - The New Arm Developer Experience,Industry Session,Room 308,,Artificial Intelligence/Machine Learning; Computer Vision; Games; Generative AI; Graphics Systems Architecture; Hardware; Industry Insight; Lighting; Performance; Pipeline Tools and Work; Real-Time; Rendering,Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_153&sess=sess582
"Monday, 20 July 2026",9:00am,10:00am,Beyond Computational Design: Design Intelligence and the Future of Creative Systems,ACM SIGGRAPH 365,Room 404 AB,Joanna Berzowska; Masa Inakage; Joanna Berzowska; Marcelo Coelho; Aisling Kelliher; Nicolas Henchoz; Makai Smith,Ethics and Society; Generative AI,Arts & Design,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_127&sess=sess280
"Monday, 20 July 2026",9:00am,10:15am,Digital Humans & Virtual Try-On,Technical Paper,Room 403  B,,Animation; Artificial Intelligence/Machine Learning; Generative AI; Modeling,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Monday, 20 July 2026",9:00am,9:10am,FabricTryOn: Taming Image Editing Models for Garment Re-Texturing,Technical Paper,Room 403  B,Jun Ma; Qian He; Gaofeng He; Huang Chen; Chen Liu; Xiaogang Jin; Yin Yang; Huamin Wang,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_596&sess=sess152
"Monday, 20 July 2026",9:10am,9:20am,DreamActor-M2: Universal Character Image Animation via Spatiotemporal In-Context Learning,Technical Paper,Room 403  B,Mingshuang Luo; Shuang Liang; Yuxuan Luo; Zhengkun Rong; Tianshu Hu; Ruibing Hou; Hong Chang; Yong Li; Yuan Zhang; Mingyuan Gao,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_650&sess=sess152
"Monday, 20 July 2026",9:20am,9:30am,MACE-Dance: Motion-Appearance Cascaded Experts for Music-Driven Dance Video Generation,Technical Paper,Room 403  B,Kaixing Yang; Jiashu Zhu; Xulong Tang; Ziqiao Peng; Xiangyue Zhang; Puwei Wang; Jiahong Wu; Xiangxiang Chu; Hongyan Liu; Jun He,Animation; Generative AI; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1219&sess=sess152
"Monday, 20 July 2026",9:30am,9:40am,Composing People Together: Iterative Pose-Image Generation for Multi-Person Interaction Scenes,Technical Paper,Room 403  B,Wenxuan Peng; Bharath Hariharan; Hadar Elor,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_753&sess=sess152
"Monday, 20 July 2026",9:40am,9:50am,HumanFlow: Controllable Human Image Generation via Flow Matching,Technical Paper,Room 403  B,Wenzhuo Fan; Hongsheng Zheng; Jianchi Sun; Fei Fang; Hong Ding; Chunxia Xiao,Artificial Intelligence/Machine Learning; Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1007&sess=sess152
"Monday, 20 July 2026",9:50am,10:15am,Digital Humans & Virtual Try-On - Interactive Discussion,Technical Paper,Room 403  B,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_101&sess=sess152
"Monday, 20 July 2026",9:00am,12:15pm,Frontier Workshop: Quantum Machine Learning: Bridging Quantum Computing & Machine Learning,Frontiers,Room 501 ABC,Wei Zhang; Tianming Liu; Yingfeng Wang; Xiang Li; James Hendler; Thilanka Munasinghe; Jennifer Wei,Artificial Intelligence/Machine Learning,Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=fwork_103&sess=sess238
"Monday, 20 July 2026",9:00am,12:15pm,Graphics4Science 2026: Graphics for Cross-Scale Reliable Scientific Instruments,Technical Workshop,Room 406 AB,Minghao Guo; Mina Konaković Lukovic; Qixing Huang; Yin Yang; Chenfanfu Jiang; Wojciech Matusik; Peter Yichen Chen; Wolfgang Heidrich; Ellen Zhong; Karsten Kreis,Animation; Artificial Intelligence/Machine Learning; Computer Vision; Digital Twins; Dynamics; Education; Fabrication; Generative AI; Geometry; Image Processing; Math Foundations and Theory; Modeling; Physical AI; Rendering; Scientific Visualization; Simulation; Spatial Computing,New Technologies; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=twork_109&sess=sess222
"Monday, 20 July 2026",9:00am,10:05am,Numerical Geometry a la Mode,Technical Paper,Room 408 B,,Artificial Intelligence/Machine Learning; Geometry; Modeling; Simulation,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Monday, 20 July 2026",9:00am,9:10am,Boundary-aware Neural Model Reduction for PDEs,Technical Paper,Room 408 B,Li Liao; Pengfei Shen; Yifan Peng,Artificial Intelligence/Machine Learning; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_879&sess=sess127
"Monday, 20 July 2026",9:10am,9:20am,Learning Laplacian Eigenspace with Mass-Aware Neural Operators on Point Clouds,Technical Paper,Room 408 B,Zherui Yang; Tao Du; Ligang Liu,Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1102&sess=sess127
"Monday, 20 July 2026",9:20am,9:30am,Efficient Multiscale Lanczos Eigenpair Extraction,Technical Paper,Room 408 B,Theo Braune; Jérémie Dumas; Jean-Marc Thiery,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1117&sess=sess127
"Monday, 20 July 2026",9:30am,9:40am,Component Modes Synthesis Method with Multiple Partitions for Large-scale Eigenvalue Problem,Technical Paper,Room 408 B,Chongyao Zhao; Junzhou Yin; Hujun Bao; Jin Huang,Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_133&sess=sess127
"Monday, 20 July 2026",9:40am,10:05am,Numerical Geometry a la Mode - Interactive Discussion,Technical Paper,Room 408 B,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_102&sess=sess127
"Monday, 20 July 2026",9:00am,9:25am,NVIDIA Graphics Developer Tools Roadmap: Agentic AI and Beyond (Second Offering),Industry Session,Room 502B,,Games; Rendering,Gaming & Interactive,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_148&sess=sess556
"Monday, 20 July 2026",9:00am,10:00am,OpenCue - Rolling out a brand new Scheduler,Birds of a Feather,JW Marriott - Gold Ballroom 3,Diego Tavares,,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_197&sess=sess562
"Monday, 20 July 2026",9:00am,5:30pm,Posters: 3D & Geometry,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess322
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Animation & Simulation,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess439
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Art & Design,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess433
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Augmented & Virtual Reality,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess440
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Displays & Optics,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess441
"Monday, 20 July 2026",9:00am,5:30pm,"Posters: Images, Video & Computer Vision",Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess442
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Interactive Techniques,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess443
"Monday, 20 July 2026",9:00am,5:30pm,Posters: Rendering,Poster,West Hall Lobby,,,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess444
"Monday, 20 July 2026",9:00am,10:30am,"SIGGRAPH 2026 Opening Session & SIGGRAPH 2026 Keynote: Lanny Smoot, Inventions, Innovations, and Imagination: Lanny Smoot’s Prolific Path",Keynote Speaker,Hall K,Lanny Smoot,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=keysp_101&sess=sess361
