day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,keywords_tags,interest_area,registration_category,session_url
"Monday, 20 July 2026",2:00pm,4:00pm,Women in Technology: Knocking Down Barriers,Birds of a Feather,JW Marriott - Plaza 1,Sarah Counnas,,,,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_172&sess=sess410
"Monday, 20 July 2026",2:15pm,3:15pm,Best of Eurographics 2026,ACM SIGGRAPH 365,Room 404 AB,Michela Spagnuolo; Niloy Mitra; Holger Theisel,Animation; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Graphics Systems Architecture; Haptics; Hardware; Image Processing; Industry Insight; Lighting; Math Foundations and Theory; Modeling; Performance; Physical AI; Pipeline Tools and Work; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality,Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_107&sess=sess268
"Monday, 20 July 2026",2:30pm,3:00pm,"Foundry | Shaping Future Storytellers: Integrating Advanced 3D, AI and VP Workflows",Educator's Day Session,Room 411,,Animation; Artificial Intelligence/Machine Learning; Education; Generative AI; Pipeline Tools and Work,New Technologies; Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=eduday_106&sess=sess580
"Monday, 20 July 2026",2:30pm,3:30pm,The State of Creative Coding: Processing Foundation Community Meetup,Birds of a Feather,Room 510,"Xin Xin; Moon Davé,",,,,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_136&sess=sess341
"Monday, 20 July 2026",2:30pm,3:30pm,Wētā FX Presents: Avatar: Fire and Ash,Production Session,Hall K,Eric Saindon; Dan Barrett; Nicky Muir; Richard Baneham; Peter Litvack; Pavani Rao Boddapati; Nicholas Illingworth,Animation; Computer Vision; Lighting; Modeling; Performance; Pipeline Tools and Work; Rendering,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=pros_106&sess=sess160
"Monday, 20 July 2026",3:00pm,3:45pm,3DGS in Web Gaming: ‘The Shadow of the Czar’,Spatial Storytelling,Concourse Hall,James Kane,Art; Games; Generative AI; Lighting; Pipeline Tools and Work; Real-Time; Rendering; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_149&sess=sess333
"Monday, 20 July 2026",3:00pm,4:00pm,Adopting OpenUSD and MaterialX in Production Pipelines,Birds of a Feather,JW Marriott - Gold Ballroom 4,Paolo Selva,,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_202&sess=sess567
"Monday, 20 July 2026",3:00pm,4:00pm,Color Interop Forum,Birds of a Feather,JW Marriott - Gold Ballroom 3,Emily Ruf,,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_199&sess=sess564
"Monday, 20 July 2026",3:00pm,4:30pm,The Future of XR/AI in Smart Glasses,Birds of a Feather,Room 512,Dean Johnson,,,,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_161&sess=sess358
"Monday, 20 July 2026",3:30pm,4:30pm,Art Gallery and Art Papers Awards Gathering,ACM SIGGRAPH 365; Art Gallery; Art Paper,Concourse Foyer,Everardo Reyes; Vernelle A. A. Noel; Everardo Reyes; Vernelle A. A. Noel,Art; Artificial Intelligence/Machine Learning; Generative AI,Arts & Design; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_116&sess=sess311
"Monday, 20 July 2026",3:30pm,5:00pm,Hands-on Course: Powered By Gaussian Splats: From World Models to 3D Interactive Worlds,Course,Concourse Hall,Nigel Joe Al Hartman; Alex Coulombe,Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensubcur104&sess=sess470
"Monday, 20 July 2026",3:30pm,4:30pm,LGBTQI+ and Allies Rainbow Meetup,ACM SIGGRAPH 365,Room 404 AB,AJ Christensen; Jeffrey Weekley,"Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Diversity, Equity and Inclusion; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Graphics Systems Architecture; Haptics; Hardware; Image Processing; Industry Insight; Lighting; Math Foundations and Theory; Modeling; Performance; Physical AI; Pipeline Tools and Work; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality",Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_128&sess=sess313
"Monday, 20 July 2026",3:45pm,5:35pm,Creating & Iso-Surfacing SDFs,Technical Paper,Room 408 B,,Artificial Intelligence/Machine Learning; Geometry; Modeling,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Monday, 20 July 2026",3:45pm,3:55pm,Points as Tori: Fast Pointwise Signed Distance for Point Clouds,Technical Paper,Room 408 B,Nicole Feng; Ioannis Gkioulekas; Keenan Crane,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1432&sess=sess146
"Monday, 20 July 2026",3:55pm,4:05pm,SuperSDF:Sparse SDF Super-Resolution for Surface Extraction,Technical Paper,Room 408 B,Sagar Panwar; Nissim Maruani; Céline Loscos; Mathieu Desbrun; Pierre Alliez,Artificial Intelligence/Machine Learning; Geometry,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1060&sess=sess146
"Monday, 20 July 2026",4:05pm,4:15pm,SAND: Spatially Adaptive Network Depth for Fast Sampling of Neural Implicit Surfaces,Technical Paper,Room 408 B,Chuanxiang Yang; Junhui Hou; Yuan Liu; Siyu Ren; Guangshun Wei; Taku Komura; Yuanfeng Zhou; Wenping Wang,Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_770&sess=sess146
"Monday, 20 July 2026",4:15pm,4:25pm,The PhaseTree: Multiphase Signed Distance Fields,Technical Paper,Room 408 B,Eric Galin; Pierre Hubert-briere; Marie-Paule Cani; Adrien Peytavie; Eric Guérin; Hugo Schott,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1372&sess=sess146
"Monday, 20 July 2026",4:25pm,4:35pm,Dual Contouring of Signed Distance Data,Technical Paper,Room 408 B,Xiana Carrera; Ningna Wang; Christopher Batty; Oded Stein; Silvia Sellán,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_654&sess=sess146
"Monday, 20 July 2026",4:35pm,4:45pm,Dual Contouring over Expanded Cubes (DCx) for Zero-Level Set Extraction from Neural Unsigned Distance Functions,Technical Paper,Room 408 B,Qingchao Bao; Xuhui Chen; Jingpeng Yin; Fei Hou; Wencheng Wang; Hong Qin; Ying He,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1461&sess=sess146
"Monday, 20 July 2026",4:45pm,4:55pm,Subgrid Marching Tetrahedra,Technical Paper,Room 408 B,Hossein Baktash; Mark Gillespie; Keenan Crane,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_974&sess=sess146
"Monday, 20 July 2026",4:55pm,5:25pm,Creating & Iso-Surfacing SDFs - Interactive Discussion,Technical Paper,Room 408 B,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_114&sess=sess146
"Monday, 20 July 2026",3:45pm,5:35pm,Fabrication,Technical Paper,Room 403  B,,Artificial Intelligence/Machine Learning; Fabrication; Geometry; Modeling; Simulation,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Monday, 20 July 2026",3:45pm,3:55pm,AtomSlicer: Constant-Thickness Field-Aligned Non-Planar Slicing and Continuous Toolpaths for FFF,Technical Paper,Room 403  B,Giovanni Cocco; Vincent Belle; Eric Garner; Sylvain Lefebvre; Xavier Chermain,Fabrication; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1058&sess=sess118
"Monday, 20 July 2026",3:55pm,4:05pm,FreeShell: A Context-Free 4D Printing Technique for Fabricating Complex 3D Triangle Mesh Shells,Technical Paper,Room 403  B,Chao Yuan; Shengqi Dang; Xuejiao Ma; Nan Cao; Chao Yuan,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_111&sess=sess118
"Monday, 20 July 2026",4:05pm,4:15pm,Mechanical Cloaking of Halftoned Imagery,Technical Paper,Room 403  B,Jonàs Martínez; Brisard Sébastien; Kostas Danas; Eric Garner; Sid Kumar; Sylvain Lefebvre,Fabrication,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1573&sess=sess118
"Monday, 20 July 2026",4:15pm,4:25pm,Shellular Metamaterial Design via Compact Electric Potential Parametrization,Technical Paper,Room 403  B,Tianyi Huang; Chang Liu; Bohan Wang,Fabrication; Geometry; Modeling; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_393&sess=sess118
"Monday, 20 July 2026",4:25pm,4:35pm,DeepMill++: Neural Guidance Meets Rasterization for Efficient Accessibility Analysis,Technical Paper,Room 403  B,Fanchao Zhong; Yao Zhang; Guanze Xin; Peng-Shuai Wang; Lin Lu; Changhe Tu; Haisen Zhao,Artificial Intelligence/Machine Learning; Fabrication; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_474&sess=sess118
"Monday, 20 July 2026",4:35pm,4:45pm,Uniformly Deployable Kirigami on Arbitrary Planar Graphs,Technical Paper,Room 403  B,Aviv Segall; Jing Ren; Olga Sorkine-Hornung,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_610&sess=sess118
"Monday, 20 July 2026",4:45pm,4:55pm,IsoGami: Rigid-Deployable Kirigami Materials From Isohedral Tilings,Technical Paper,Room 403  B,Guo Han; Juan Montes Maestre; Numerow Logan; Ronan Hinchet; Stelian Coros; Bernhard Thomaszewski,Fabrication; Geometry; Modeling; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_741&sess=sess118
"Monday, 20 July 2026",4:55pm,5:25pm,Fabrication - Interactive Discussion,Technical Paper,Room 403  B,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_112&sess=sess118
"Monday, 20 July 2026",3:45pm,5:35pm,Humans & Hands - Reconstruction,Technical Paper,Room 403 A,,Animation; Artificial Intelligence/Machine Learning; Generative AI; Geometry; Modeling; Simulation; Virtual Reality,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Monday, 20 July 2026",3:45pm,3:55pm,TwinPose: Person-Specific Subspaces for Multi-View 3D Pose Estimation,Technical Paper,Room 403 A,Wenwu Yang; Tianyi He; Jiwei Ding; Xun Wang; Rong Zhang; Kun Zhou,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_475&sess=sess110
"Monday, 20 July 2026",3:55pm,4:05pm,AMOR: Airborne Motion Reconstruction via Homotopy-Aware Trajectory Optimization,Technical Paper,Room 403 A,Chanha Kim; Jungdam Won,Animation; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_365&sess=sess110
"Monday, 20 July 2026",4:05pm,4:15pm,FLASHand: Feed-forward reLightable and Animatable Single-view Hand Reconstruction,Technical Paper,Room 403 A,Ling-Xiao Zhang; Lin Gao; Wei-Hong He; Yu-Xuan Yang; Yunbing Xing; Yu-Kun Lai; Yiqiang Chen,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_161&sess=sess110
"Monday, 20 July 2026",4:15pm,4:25pm,AGILE: Hand-object Interaction Reconstruction from Video via Agentic Generation,Technical Paper,Room 403 A,Jin-Chuan Shi; Binhong Ye; Tao Liu; Xiaoyang Liu; Yangjinhui Xu; Junzhe He; Zeju Li; Hao Chen; Chunhua Shen,Generative AI; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_766&sess=sess110
"Monday, 20 July 2026",4:25pm,4:35pm,EgoForce: Forearm-Guided Camera-Space 3D Hand Pose from a Monocular Egocentric Camera,Technical Paper,Room 403 A,Christen Millerdurai; Shaoxiang Wang; Yaxu Xie; Vladislav Golyanik; Didier Stricker; Alain Pagani,Artificial Intelligence/Machine Learning; Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_216&sess=sess110
"Monday, 20 July 2026",4:35pm,4:45pm,OmniHands: Robust Motion Capture of Interactive Hands via A Versatile Transformer,Technical Paper,Room 403 A,Dixuan Lin; Yuxiang Zhang; Mengcheng Li; Wei Jing; Qi Yan; Qianying Wang; Yebin Liu; Hongwen Zhang; Dixuan Lin,Animation; Simulation; Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_124&sess=sess110
"Monday, 20 July 2026",4:45pm,5:15pm,Humans & Hands - Reconstruction - Interactive Discussion,Technical Paper,Room 403 A,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_111&sess=sess110
"Monday, 20 July 2026",3:45pm,5:15pm,Real-Time Rendering,Technical Paper,Room 408 A,,Games; Real-Time; Rendering; Virtual Reality,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Monday, 20 July 2026",3:45pm,3:55pm,Streaming of rendered content with adaptive frame rate and resolution,Technical Paper,Room 408 A,Yaru Liu; Joseph March; Rafał K. Mantiuk,Games; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_802&sess=sess134
"Monday, 20 July 2026",3:55pm,4:05pm,Gabor Fields: Orientation-Selective Level-of-Detail for Volume Rendering,Technical Paper,Room 408 A,Jorge Condor; Nicolai Hermann; Mehmet Ata Yurtsever; Piotr Didyk,Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1123&sess=sess134
"Monday, 20 July 2026",4:05pm,4:15pm,LightOpt: Lights Optimization for Real-time Rendering,Technical Paper,Room 408 A,Tuo Chen; Luyan Cao; Kui Wu; Shimin Hu,Real-Time; Rendering; Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_372&sess=sess134
"Monday, 20 July 2026",4:15pm,4:25pm,DPF: Differentiable Polyphase Filtering for Large-Kernel Approximation,Technical Paper,Room 408 A,Zhe Cao; Zhizhen Wu; Yuchi Huo; Zhonggui Chen; Rui Wang,Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_940&sess=sess134
"Monday, 20 July 2026",4:25pm,4:35pm,Generalized Spherical Harmonics Products using Spherical Grids,Technical Paper,Room 408 A,Di An; Jiaqi Wu; Bowen Xu; Lingqi Yan; Kun Xu,Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_566&sess=sess134
"Monday, 20 July 2026",4:35pm,5:05pm,Real-Time Rendering - Interactive Discussion,Technical Paper,Room 408 A,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_113&sess=sess134
"Monday, 20 July 2026",3:45pm,4:45pm,"Sponsored Keynote by NVIDIA: Jan Kautz, Ming-Yu Liu, and Edward Liu; Next Era of Graphics — Neural Rendering, World Models, and Simulation",Keynote Speaker,Hall K,Neil Ashton; Ming-Yu Liu; Edward Liu,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=keysp_104&sess=sess526
"Monday, 20 July 2026",4:00pm,6:00pm,Blender Foundation - Community meetup,Birds of a Feather,Room 518,Francesco Siddi,Art; Digital Twins; Education; Ethics and Society; Games; Image Processing; Pipeline Tools and Work; Real-Time; Rendering; Scientific Visualization; Simulation,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_117&sess=sess336
"Monday, 20 July 2026",4:00pm,5:00pm,OpenColorIO,Birds of a Feather,JW Marriott - Gold Ballroom 3,Carol Payne,,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_200&sess=sess565
"Monday, 20 July 2026",4:00pm,5:00pm,The USD Collective Projects,Birds of a Feather,JW Marriott - Gold Ballroom 4,Paolo Selva,,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_201&sess=sess566
"Monday, 20 July 2026",4:15pm,5:15pm,Visualizing the Moon for Artemis II,Production Session,Petree D,Ernie Wright; Kel Elkins; Marie Henderson,Scientific Visualization,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=pros_135&sess=sess167
"Monday, 20 July 2026",4:30pm,6:30pm,Bring Your Bunny (or Something) 05: Fabrication Meet-up,Birds of a Feather,Room 512,Quentin Becker; Anran Qi; Takeo Igarashi; Koya Narumi; Michael Haller,,,,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_109&sess=sess475
"Monday, 20 July 2026",4:45pm,5:45pm,Chapters: East Coast Meetup,ACM SIGGRAPH 365,Room 404 AB,Amira Malcom; Anjelikal Rogers; Natasha Warshawsky,Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Graphics Systems Architecture; Haptics; Hardware; Image Processing; Industry Insight; Lighting; Math Foundations and Theory; Modeling; Performance; Physical AI; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_120&sess=sess270
"Monday, 20 July 2026",6:00pm,7:00pm,Countering Racial Bias in Computer Graphics Research: Five Years Later,Birds of a Feather,JW Marriott - Plaza 1,Theodore Kim; Silvia Sellan; Oded Stein; Alvin Shi; Daniel Ritchie,Ethics and Society,Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_165&sess=sess393
"Monday, 20 July 2026",6:30pm,8:30pm,Electronic Theater (separate ticket required),Computer Animation Festival,Hall K,,,,,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess323
"Monday, 20 July 2026",9:00pm,11:59pm,Chapters Party,ACM SIGGRAPH 365,"Exchange LA, 618 S. Spring Street",Amira Malcom,Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Graphics Systems Architecture; Haptics; Hardware; Image Processing; Industry Insight; Lighting; Math Foundations and Theory; Modeling; Performance; Physical AI; Pipeline Tools and Work; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_122&sess=sess271
"Tuesday, 21 July 2026",8:00am,12:00pm,Pathfinders,Pathfinders,West Hall Lobby,,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess473
"Tuesday, 21 July 2026",8:30am,10:00am,From Splats to Worlds: Advanced 3DGS Applications,Birds of a Feather,Room 518,Michael Rubloff; Ian Williams,,,,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_159&sess=sess356
"Tuesday, 21 July 2026",9:00am,10:30am,3D Jobs Outside of Entertainment - A Panel by The 3D Artist Community,Birds of a Feather,Room 513,Michael Tanzillo,Animation; Digital Twins; Games; Industry Insight,Arts & Design; Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_108&sess=sess290
"Tuesday, 21 July 2026",9:00am,12:15pm,"Advances in Real-time Rendering in Games, Part I",Course,Petree D,Natalya Tatarchuk; Jon Greenberg; Daniel Craig; Michał Olejnik; Alexander Muller; Sergey Makeev,Artificial Intelligence/Machine Learning; Games; Rendering,Gaming & Interactive,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensubcur109&sess=sess418
"Tuesday, 21 July 2026",9:00am,10:30am,Code & Dev 1,Educator's Forum,Room 501 ABC,,Education; Games; Image Processing; Modeling; Real-Time,Gaming & Interactive; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/null
"Tuesday, 21 July 2026",9:00am,9:20am,No Engine Required: Teaching Game Programming (Mostly) From Scratch,Educator's Forum,Room 501 ABC,Sanjay Madhav; Matthew Whiting,Education; Real-Time,Gaming & Interactive; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_331&sess=sess208
"Tuesday, 21 July 2026",9:20am,9:40am,Teaching Building Game Engines: An entry-level course on game programming without pre-built Game Engines,Educator's Forum,Room 501 ABC,Michael Shah,Education; Games,Gaming & Interactive; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_110&sess=sess208
"Tuesday, 21 July 2026",9:40am,10:00am,Sew and Code! Understanding How to Construct Bezier Curves,Educator's Forum,Room 501 ABC,Brittany Morago,Education; Image Processing; Modeling,Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_251&sess=sess208
"Tuesday, 21 July 2026",9:00am,10:30am,Fluid Reconstruction & Optimization,Technical Paper,Room 408 A,,Animation; Artificial Intelligence/Machine Learning; Real-Time; Rendering; Scientific Visualization; Simulation,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Tuesday, 21 July 2026",9:00am,9:10am,GauSmoke: Hybrid Physics-Optical Gaussian Splatting for Sparse Smoke Reconstruction,Technical Paper,Room 408 A,Wenran Zhang; Yuxiang Cai; Letian Huang; Dongwei Ye; Jie Guo; Ren Bo,Real-Time; Rendering; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_868&sess=sess135
"Tuesday, 21 July 2026",9:10am,9:20am,LagrangianSplats: Divergence-Free Transport of Gaussian Primitives for Fluid Reconstruction,Technical Paper,Room 408 A,Ningxiao Tao; Mengyu Chu; Baoquan Chen,Animation; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1111&sess=sess135
"Tuesday, 21 July 2026",9:20am,9:30am,Fast VEM Fluid Simulation,Technical Paper,Room 408 A,Runze Zhang; Bo Ren,Animation; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_465&sess=sess135
"Tuesday, 21 July 2026",9:30am,9:40am,DiffSurFlow: Efficient and Robust Differentiable Fluid Optimization via Surrogate Strategy on Flow Map,Technical Paper,Room 408 A,Yuhao Quan; Hui Wang; Weile Lian; Zhi Wang; Xubo Yang,Animation; Artificial Intelligence/Machine Learning; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_737&sess=sess135
"Tuesday, 21 July 2026",9:40am,9:50am,Generic Variational Spacetime Optimization of Vortex Core Manifolds,Technical Paper,Room 408 A,Xingdi Zhang; Peter Rautek; Markus Hadwiger,Rendering; Scientific Visualization,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1724&sess=sess135
"Tuesday, 21 July 2026",9:50am,10:20am,Fluid Reconstruction & Optimization - Interactive Discussion,Technical Paper,Room 408 A,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_117&sess=sess135
"Tuesday, 21 July 2026",9:00am,10:30am,Generative 3D (2),Technical Paper,Room 403  B,,Artificial Intelligence/Machine Learning; Geometry; Modeling; Rendering; Robotics,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null
"Tuesday, 21 July 2026",9:00am,9:10am,SegviGen: Repurposing 3D Generative Model for Part Segmentation,Technical Paper,Room 403  B,Lin Li; Haoran Feng; Zehuan Huang; Haohua Chen; Wenbo Nie; Shaohua Hou; Keqing Fan; Pan Hu; Sheng Wang; Buyu Li; Lu Sheng,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1715&sess=sess112
"Tuesday, 21 July 2026",9:10am,9:20am,SimArt: Decomposing Monolithic Meshes into Sim-ready Articulated Assets via MLLM,Technical Paper,Room 403  B,Chuanrui Zhang; Minghan Qin; Yuang Wang; Baifeng Xie; Hang Li; Ziwei Wang,Artificial Intelligence/Machine Learning; Robotics,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1028&sess=sess112
"Tuesday, 21 July 2026",9:20am,9:30am,Neural Cellular Automata: From Cells to Pixels,Technical Paper,Room 403  B,Ehsan Pajouheshgar; Yitao Xu; Ali Abbasi; Alexander Mordvintsev; Wenzel Jakob; Sabine Süsstrunk,Geometry; Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_264&sess=sess112
"Tuesday, 21 July 2026",9:30am,9:40am,Neural Particle Automata: Learning Self-Organizing Particle Dynamics,Technical Paper,Room 403  B,Ehsan Pajouheshgar; Hyunsoo Kim; Sabine Süsstrunk; Wenzel Jakob; Jinah Park,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_263&sess=sess112
"Tuesday, 21 July 2026",9:40am,9:50am,PixTex: Consistent 3D Texturing via Pixel-Space Multi-View Diffusion,Technical Paper,Room 403  B,Yuqing Zhang; Yan-Pei Cao; Hao Xu; Yiqian Wu; Sirui Lin; Yuqing Wang; Ding Liang; Yuan-Chen Guo; Xiaogang Jin,Artificial Intelligence/Machine Learning,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_668&sess=sess112
